일자,충전방식,0시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
2022-03-25,완속,854,840,350,231,105,182,266,546,1022,945,1099,1232,1267,1295,1477,1925,2226,3213,3773,3213,3108,2156,2184,1960
2022-03-26,급속,3080,2080,2200,1760,2080,2640,4120,7120,10120,12880,16760,18760,19880,17920,20720,19360,19320,18920,15520,12040,10080,8000,5520,4600
2022-03-26,완속,889,889,238,231,91,112,203,497,707,1141,1169,1253,1526,1568,1638,1897,2107,2310,2639,2653,2387,2121,2100,1708
2022-03-27,급속,3080,2320,2120,1800,1600,2320,4960,6960,10960,12200,16040,17120,17480,19520,18520,19640,18600,18200,15680,13720,10280,8400,6400,4800
2022-03-27,완속,861,840,315,315,91,140,203,532,756,1176,1190,1211,1624,1687,1862,2268,2569,2814,2856,2793,2464,1890,1708,1302
2022-03-28,급속,3040,2080,1200,1280,1640,3080,5680,9400,12800,15840,16120,21240,21120,20440,20520,20280,20640,19920,21480,17280,13000,9280,7240,5840
2022-03-28,완속,623,602,294,56,56,91,280,497,994,924,1015,1309,1253,1148,1274,1596,2205,3220,3822,3605,2660,2191,2184,2135
2022-03-29,급속,3840,3280,1960,1280,2120,3040,6400,10560,14240,15240,17840,21000,22600,20760,19880,19880,21640,20160,19040,17640,13200,10320,7800,5680
2022-03-29,완속,770,756,343,287,63,119,322,525,1008,987,973,1309,1218,1225,1162,1750,2156,3136,3864,3402,3325,2394,2128,2093
2022-03-30,급속,3760,2600,2200,1160,1960,3280,5960,10440,13640,15400,17200,18280,20720,19040,19160,19360,21560,19480,19480,15320,12360,9640,7360,4640
2022-03-30,완속,826,826,350,133,98,161,280,462,1085,840,945,1085,1281,1239,1470,1715,2562,2926,3696,3598,2863,2128,2044,2037
2022-03-31,급속,3680,2640,1840,1280,1560,3320,5720,8080,13240,14720,15680,18360,22120,19000,19480,20680,21560,22600,20880,16440,14120,10320,7680,5480
2022-03-31,완속,749,742,399,140,98,161,224,511,1078,896,882,1050,1316,1176,1442,1624,2450,3416,3962,3136,2408,2485,2296,2275
2022-04-01,급속,3160,2480,2080,1680,2240,3200,6320,9400,15960,16640,16640,21200,23440,21960,23200,22840,24440,22000,21400,17240,15520,11880,9880,7160
2022-04-01,완속,861,861,476,175,105,154,287,644,1176,966,987,1085,1302,1379,1449,2079,2072,3276,3710,3780,2884,2618,2310,2233
2022-04-02,급속,4240,3400,2720,2480,2360,3240,6960,10840,13320,16320,19920,20600,22160,19480,20720,20560,20880,18760,18680,15080,12840,9960,7000,5600
2022-04-02,완속,1078,672,665,175,147,182,301,602,819,1134,1120,1393,1519,1638,1729,1862,2135,2569,2807,2877,2639,2527,2478,1673
2022-04-03,급속,3960,2840,2440,1560,1880,2680,5920,8520,13320,14040,17720,18160,17960,18880,17400,19520,19080,18160,17560,15280,12360,9600,7840,5680
2022-04-03,완속,1106,1078,518,301,147,98,399,469,889,1246,1351,1400,1568,1729,1953,2282,2632,2765,3059,2576,2492,2009,1806,1771
2022-04-04,급속,2880,2320,1640,1720,2440,2960,6080,8880,13440,14720,17240,20000,21920,22280,19920,23440,22120,20680,20720,16080,14160,10160,6800,4840
2022-04-04,완속,644,322,308,98,147,119,203,483,1183,1001,889,952,1295,1211,1428,1736,2156,3269,3675,3472,2534,2478,2289,1841
2022-04-05,급속,4480,3280,2320,1360,2560,3800,6360,9800,16400,15600,17800,20400,24720,22000,23240,21920,26000,25520,24320,22880,20280,14400,12080,7960
2022-04-05,완속,742,728,448,224,147,147,287,476,994,973,980,1106,1057,1183,1267,1631,2422,3150,3983,3675,2499,2457,2331,2296
2022-04-06,급속,3640,2560,2040,1680,2520,3520,5840,10400,13000,16480,18000,19000,22560,18920,20920,22080,21880,20760,19840,18240,14040,9960,8000,5880
2022-04-06,완속,840,812,427,224,140,140,294,476,903,938,1057,1057,1176,1190,1274,1757,2506,3101,3913,3486,2716,2562,2261,2205
2022-04-07,급속,3760,4000,2840,1760,2280,3240,5720,9800,13240,14960,16800,19280,23840,22320,19680,22200,22040,21680,18800,18560,15360,11720,7920,5320
2022-04-07,완속,826,392,371,112,112,133,357,539,959,1057,994,1239,1344,1071,1379,1785,2520,3136,3780,3591,2723,2499,2401,2338
2022-04-08,급속,4040,3200,2520,2000,2320,3640,6680,11400,15360,17240,17080,20360,23080,22000,22720,21400,23560,20720,21440,19520,16400,13280,9400,7320
2022-04-08,완속,882,847,483,301,84,196,273,763,1183,1015,1064,1162,1442,1449,1365,1757,2674,3367,3997,3591,2912,2604,2632,2219
2022-04-09,급속,3760,3800,2840,2680,2480,3680,6240,11000,13200,15400,17320,17760,19520,19440,18360,20720,20280,19480,18120,15720,12720,10600,7360,4920
2022-04-09,완속,1001,588,588,245,168,105,336,511,1029,1288,1435,1260,1554,1764,1701,1687,2135,2457,2765,2639,2653,2408,2366,2100
2022-04-10,급속,3560,3080,2400,2240,2240,2680,5880,7600,12000,12760,15600,14840,17640,18280,17320,17280,20080,15640,16640,14920,12000,8840,7360,4600
2022-04-10,완속,917,525,525,161,161,133,315,441,833,1078,1491,1337,1568,1757,1645,2345,2534,2737,2947,2919,2786,2282,1792,1771
2022-04-11,급속,2920,2520,1840,1280,1800,3120,5440,8840,11720,15800,17000,17520,21280,20440,20040,20280,20640,21240,21280,16080,13520,10320,8480,5920
2022-04-11,완속,665,364,364,119,63,133,343,546,1050,1078,1029,1001,1218,1092,1239,1911,2415,3178,3549,3724,2779,2408,2261,2240
2022-04-12,급속,3280,2280,1800,1640,2440,3280,6680,8960,13480,15600,16000,18560,21480,19320,19280,19480,17880,18680,20480,16000,15160,10480,7800,5720
2022-04-12,완속,840,812,469,105,105,105,266,518,952,910,1050,1330,1106,1120,1253,1386,1169,1918,3871,3703,3234,3157,2331,2268
2022-04-13,급속,3160,3000,2160,1560,2200,2840,5680,8760,11560,14840,15760,18600,20800,19200,17800,20400,20200,20160,18440,15720,11400,11040,7440,4440
2022-04-13,완속,798,490,490,224,98,140,364,378,1127,1092,1029,1155,1155,1148,1386,1918,2310,3122,3794,3444,3402,2478,2450,2170
2022-04-14,급속,3760,2840,2400,1720,2240,3360,6760,10200,13640,15640,18520,20320,22400,20800,21120,22120,23000,20800,22640,17160,15200,11720,8680,5800
2022-04-14,완속,791,784,385,210,112,168,427,455,1029,1043,987,1197,1316,1260,1197,2030,2562,3213,4305,3640,2632,2548,2520,2562
2022-04-15,급속,4160,2920,2640,2040,2600,3760,7120,11600,14640,17000,18280,23040,24640,20320,22960,22880,24280,21080,20680,18600,16320,13000,9440,7440
2022-04-15,완속,917,896,301,294,154,105,371,567,1372,1330,1302,1344,1505,1379,1407,1792,2618,3045,3899,3731,3178,2807,2688,2205
2022-04-16,급속,4680,3560,3160,2720,2760,3640,7320,11520,13800,16000,17360,19760,19520,19600,22080,18440,20960,18080,17120,15880,13040,11520,8520,4920
2022-04-16,완속,1057,1008,308,273,168,147,371,679,903,1148,1183,1407,1547,1757,1736,1834,2023,2562,2765,2961,2639,2247,2212,1799
2022-04-17,급속,3680,2880,2640,2000,2360,3280,5640,8760,12200,14400,16480,16320,18240,17400,19920,18440,18000,17080,17280,15120,11840,8440,6840,4960
2022-04-17,완속,882,840,343,343,203,161,413,483,721,1260,1260,1498,1617,1904,1967,2275,2527,3031,3213,2744,2821,2730,1876,1330
2022-04-18,급속,3240,2360,1560,1440,1840,3520,6040,8840,13760,14960,17320,18200,22640,21120,17400,20080,21680,21640,20960,18400,13200,9760,8120,5800
2022-04-18,완속,756,735,385,140,70,189,245,490,1204,917,1043,1246,1218,1106,1274,1484,2478,3164,3913,3647,3563,2695,2205,2142
2022-04-19,급속,3320,2480,2040,1760,2560,3400,5920,9960,12240,15640,16200,19000,22400,21160,20720,20760,22280,19400,18320,17120,13880,9560,8520,6240
2022-04-19,완속,875,868,455,329,105,161,245,518,1022,1029,931,1421,1393,1267,1232,1638,2359,3178,3920,3521,2716,2639,2289,1855
2022-04-20,급속,4040,2560,1640,2080,2720,3280,6400,9720,13760,15200,15760,18720,20120,19640,21280,23680,23000,21360,20920,18680,14880,10680,8600,6080
2022-04-20,완속,756,749,413,245,147,203,336,567,1015,1022,952,1057,1239,1029,1519,1988,2653,3150,3808,3479,2989,2919,2513,2478
2022-04-21,급속,3560,3360,2560,1640,2360,4040,5880,9400,14680,16680,15280,19760,19680,21680,20000,22400,23160,21600,21240,20720,14400,11720,8120,5720
2022-04-21,완속,812,504,504,140,154,126,301,581,1085,1141,1148,1274,1211,1281,1204,1638,2289,3213,3738,3423,3360,2688,2576,2534
2022-04-22,급속,3240,2360,2480,1600,3200,4240,7600,11520,14360,16480,17760,18760,23120,22360,23040,20800,22760,22160,20880,19480,16800,13160,9280,5920
2022-04-22,완속,1001,980,350,336,126,147,322,609,1239,1057,1316,1176,1316,1225,1554,2037,2464,3157,4088,3745,2835,2716,2653,2639
2022-04-23,급속,4200,3040,3480,2520,3320,3800,7920,10680,12640,15600,17400,18520,18920,19800,19720,18040,20320,19960,16480,12920,12160,10480,7920,5680
2022-04-23,완속,1078,1008,420,413,168,168,336,623,896,1197,1197,1302,1512,1785,1540,1743,2093,2443,2765,2576,2555,2534,2016,1981
2022-04-24,급속,3600,2600,2160,1600,2040,2320,6760,7600,10320,13200,13880,15720,17640,17680,17680,18080,17440,18960,16640,14520,12240,8600,7600,5440
2022-04-24,완속,994,980,392,287,217,168,287,476,854,1085,1421,1421,1645,1792,1967,2331,2709,2723,3066,2905,2933,2821,1967,1505
2022-04-25,급속,2880,2120,1800,1400,2280,3400,6720,9560,12200,14920,15920,18080,22680,19760,20360,21040,22720,20520,19480,16120,13480,9160,6920,4360
2022-04-25,완속,644,644,224,224,112,154,287,441,1008,1057,1113,1211,1288,1344,1386,1764,2422,3143,3738,3591,2674,2611,2275,2233
2022-04-26,급속,3040,1880,1640,1320,1800,2560,4920,8480,11000,13640,15760,16360,18800,18320,18840,19520,21640,22680,18880,16920,14520,11440,8320,5720
2022-04-26,완속,777,763,273,273,161,133,322,581,959,882,938,1078,1246,1043,1260,1827,2611,3157,3976,3276,2765,2534,2261,2226
2022-04-27,급속,3320,2560,1920,1720,2800,3640,7560,10560,14320,16000,16520,19760,22560,21840,20880,21800,23480,22560,21160,18560,14200,11680,8600,5920
2022-04-27,완속,861,854,462,189,112,252,259,546,1029,910,1120,1064,1043,1211,1624,1925,2345,3003,4144,3787,3038,2618,2282,2212
2022-04-28,급속,3440,2640,1880,2040,2880,4320,6800,10840,13880,16680,16360,20520,22440,20600,22520,21080,22520,22840,20480,19760,15360,11320,8920,5880
2022-04-28,완속,826,826,623,161,126,273,357,560,1092,1169,1001,1232,1036,1337,1358,2051,2282,3353,3829,3633,2793,2800,2513,2478
2022-04-29,급속,3480,2520,2720,2040,2440,3960,6240,8440,11680,14800,18160,20360,22400,24000,23320,22080,25360,22760,21040,17960,16200,12520,9160,6720
2022-04-29,완속,847,833,196,196,126,126,420,532,1120,1190,973,1162,1295,1253,1638,1848,2443,3409,3885,3584,2604,2737,2464,2205
2022-04-30,급속,3840,3480,3600,2920,4000,5240,8640,11400,14720,15680,18120,20800,20320,22240,21640,19720,21920,19040,18040,14440,12640,10040,7680,5520
2022-04-30,완속,707,301,448,343,238,224,364,686,1036,1232,1442,1463,1428,1806,1638,1953,2303,2737,2555,2765,2723,2338,2191,2030
2022-05-01,급속,3560,2880,2240,2120,2320,3240,7080,7680,12000,14360,14880,16960,17920,18080,18440,20440,19440,20080,17840,16240,12960,10320,6720,4640
2022-05-01,완속,938,602,595,245,203,203,294,511,847,917,1393,1393,1715,1813,1932,2163,2604,2982,2968,2975,2982,2576,2513,1708
2022-05-02,급속,3120,2680,2040,1440,2600,3760,6920,10000,13640,15200,15320,19720,21920,20520,20800,18960,22240,21320,20960,18680,13720,11440,7800,5280
2022-05-02,완속,567,357,350,168,112,203,252,511,938,1197,938,1050,1148,1183,1456,1890,2492,3227,3780,3577,3514,2324,2429,2380
2022-05-03,급속,3960,3000,2160,1600,2480,4640,8080,11680,12560,16000,16720,18640,24440,19440,18920,21600,23240,23600,21800,20880,14680,12560,8280,5560
2022-05-03,완속,833,833,462,315,84,210,336,546,1036,896,889,1260,1162,1155,1267,1932,2310,3206,3794,3836,3745,3017,2982,2331
2022-05-04,급속,3320,3400,2720,1720,1920,3440,6640,11520,16240,15760,17080,19480,22880,21880,22920,23120,24600,23080,22480,20920,17440,13760,9920,7320
2022-05-04,완속,714,553,553,35,105,84,273,742,1155,1176,1008,1323,1484,1358,1456,1960,2541,3199,3570,3353,2758,2555,2275,2212
2022-05-05,급속,5680,5600,4160,2760,3600,5640,10520,14280,17280,19040,22240,20000,23680,21880,23120,26400,26240,24280,20880,16280,13760,10760,8680,5840
2022-05-05,완속,413,497,497,518,245,287,420,679,1022,1288,1225,1337,1323,1435,1540,2072,2261,2688,2877,2814,2842,2709,2191,2149
2022-05-06,급속,3400,2440,1920,1400,2800,4000,8520,12040,15200,18520,19720,21440,24360,22240,23920,24280,25360,24400,22800,20120,18040,12400,10560,7640
2022-05-06,완속,770,742,308,280,196,168,343,714,973,973,1211,1274,1316,1344,1582,1960,2163,3143,3577,3367,3052,2975,2660,2611
2022-05-07,급속,3720,2600,2480,2280,2560,4440,7640,11080,15200,16840,19000,19200,20640,20160,19360,22200,22560,21080,16680,15320,13360,11000,9280,6080
2022-05-07,완속,1155,1134,406,259,266,231,273,623,868,1176,1190,1330,1547,1624,1568,2100,2114,2513,2660,2639,2863,2786,2520,2443
2022-05-08,급속,2600,2720,1680,1920,2000,3760,6960,8440,12280,14160,15640,15840,17640,15720,18720,19920,17760,17120,15800,14640,13200,9720,6960,4840
2022-05-08,완속,959,679,672,252,245,175,350,560,903,1211,1400,1512,1729,2016,1995,2226,2646,2842,3003,3003,2919,2499,1960,1939
2022-05-09,급속,3480,2520,1680,1440,2240,3680,7680,10640,13680,15920,16360,18000,24000,21440,19120,22320,22040,23000,22160,20000,15360,12200,8840,6040
2022-05-09,완속,770,735,413,224,84,154,357,623,1113,1176,1232,1400,1211,1302,1400,2002,2520,3367,3500,3976,2954,2688,2254,2226
2022-05-10,급속,3520,2760,2320,1960,2880,4400,7440,10080,14240,16640,15400,18920,22480,19360,20800,21240,22680,22120,22280,20400,14480,10960,8400,5400
2022-05-10,완속,805,791,294,287,154,182,392,532,1015,945,882,1365,924,1169,1162,2030,2485,3374,3738,3822,3752,3101,2254,2219
2022-05-11,급속,3440,2600,2120,2040,2280,3560,7520,9560,13680,15320,17280,18200,22280,18000,21200,22160,21720,22320,19880,17120,14800,10480,9320,6840
2022-05-11,완속,861,861,539,217,112,112,392,518,1106,945,1001,1106,1197,1218,1400,1960,2394,3192,3822,3577,2947,2639,2422,2380
2022-05-12,급속,3720,2600,2200,1840,2760,3960,7800,11120,13560,16000,16440,19920,23200,20160,21800,20560,23280,23720,22400,18680,15640,10840,9560,5920
2022-05-12,완속,1022,1001,322,322,189,154,294,511,1099,1064,1022,1260,1141,1267,1533,1834,2415,3339,3815,3423,2730,2961,2667,2632
2022-05-13,급속,3560,3360,2320,2080,2520,5360,7320,11080,14040,15920,16800,20960,25520,22480,21960,21240,21280,21120,20320,19400,15600,12160,10520,7040
2022-05-13,완속,994,413,413,224,203,161,329,539,1036,1064,917,1309,1260,1400,1701,2107,2359,3052,4004,3577,2975,2828,2534,2478
2022-05-14,급속,4480,3200,2600,2200,3480,4640,9040,11360,13160,17360,17840,18560,20200,19840,17640,19400,19880,19600,17400,15440,12680,10320,7480,5960
2022-05-14,완속,1029,1001,378,217,196,301,434,616,994,1057,1386,1463,1554,1505,1694,2065,2380,2401,2709,2534,2604,2135,2310,1939
2022-05-15,급속,2920,2120,2240,1880,2360,4040,6760,7920,11840,13080,15320,15880,17240,18440,17600,18800,20960,18320,15680,14920,12720,10000,7520,4760
2022-05-15,완속,931,924,357,357,210,217,413,483,777,1085,1512,1337,1624,1631,1911,2478,2506,2821,3073,3080,2870,2317,2191,2149
2022-05-16,급속,2520,1760,1680,1280,2720,4080,6920,9560,13040,14920,16320,19880,21880,20640,20320,20440,22640,23520,19840,18680,13360,10200,8720,5920
2022-05-16,완속,637,623,273,273,84,154,329,539,1176,1064,1113,1302,1190,1183,1414,1925,2261,3360,3892,3710,3668,2576,2261,2219
2022-05-17,급속,3400,2520,2080,1640,2280,4800,7440,10400,13040,15320,17200,19440,22200,20520,20320,21200,23600,22040,22960,17880,14920,12000,8560,5600
2022-05-17,완속,805,756,546,224,105,133,357,420,1008,987,938,1113,1099,1281,1435,1834,2296,3430,3836,3661,2919,2688,2660,2387
2022-05-18,급속,3880,2840,2240,1920,2880,4600,7920,10000,14040,16160,16720,20440,21680,20840,21400,19800,23800,24080,20440,20480,16720,12440,8400,5760
2022-05-18,완속,889,861,532,203,203,168,371,497,931,987,1071,1232,1204,1085,1393,1946,2478,3269,4039,3647,2996,2786,2513,2485
2022-05-19,급속,4120,2520,1880,2280,2960,4880,7320,10240,14120,14400,16120,20440,21920,20680,18840,22640,21920,22120,20000,21240,14400,12080,9040,7480
2022-05-19,완속,896,882,497,266,140,154,287,546,1127,1218,1001,1015,1204,1316,1414,1981,2331,3381,3822,3458,3339,2940,2786,2065
2022-05-20,급속,3640,3000,2200,2240,2680,4760,7920,11160,13920,16960,18120,20120,24720,21200,23360,24240,23960,21600,21280,19720,17960,12960,9560,6960
2022-05-20,완속,868,560,553,175,196,154,476,665,1295,1141,1428,1281,1442,1435,1603,1967,2394,3213,4011,3654,3143,2947,2681,2639
2022-05-21,급속,5880,4040,2560,2720,3520,5560,8240,11000,13560,16080,18080,19320,19800,19880,19720,21120,20560,19720,17880,15440,13640,10200,7960,5840
2022-05-21,완속,1085,1078,532,329,245,287,371,623,861,1183,1463,1449,1575,1561,1995,1841,2184,2464,2730,2583,2667,2478,2681,2604
2022-05-22,급속,3240,2160,2000,2200,2560,4120,6360,8200,11680,14440,15760,15880,18280,18560,18960,19400,19080,19720,17320,16040,12280,9800,8160,5760
2022-05-22,완속,1169,1127,392,273,168,210,231,490,791,1183,1218,1400,1666,1841,2114,2317,2492,2821,3024,2877,3045,2611,2044,1974
2022-05-23,급속,2760,2400,1920,1600,2400,4040,6600,9160,12840,16080,17040,17680,20600,21040,20360,22240,22640,22080,22280,17840,15360,10960,7760,5680
2022-05-23,완속,623,357,266,112,119,203,315,581,1197,994,1071,1127,1288,1239,1330,1918,2429,3409,3829,3598,2737,2534,2324,2282
2022-05-24,급속,3640,2720,2000,1880,2680,4720,6600,10640,14000,15680,16600,19440,22080,21000,22400,24120,22360,24080,21080,19360,15560,12120,9120,6520
2022-05-24,완속,1015,987,511,161,140,119,357,525,952,1015,917,1099,1197,1253,1617,2093,2674,3304,4011,3549,2975,2702,2499,2436
2022-05-25,급속,3440,2440,2400,2080,3480,5880,7280,11240,13600,16720,16320,18840,22440,22480,22520,22000,24040,22840,21720,19400,16880,11480,9080,6440
2022-05-25,완속,1022,994,385,175,161,161,406,588,945,1043,959,1183,1435,1463,1624,2184,2597,3353,3962,3920,2982,2898,2590,2548
2022-05-26,급속,3880,3000,2120,1880,2680,5080,8400,11440,14640,15440,16800,19360,21840,20760,21440,22160,23200,23880,21920,22440,15640,12760,9920,7280
2022-05-26,완속,819,490,483,182,147,161,308,630,1064,1022,1008,1197,1190,1057,1449,2198,2401,3535,4095,3626,3066,2884,2814,2744
2022-05-27,급속,3920,2680,2200,2320,2560,5920,8280,12160,15320,16840,18720,20120,24800,23360,23840,24880,24840,24480,22000,21800,16440,14320,11120,7440
2022-05-27,완속,924,910,497,189,189,238,392,686,1351,1309,1134,1428,1225,1421,1869,2051,2681,3444,4263,3598,2849,3108,2800,2758
2022-05-28,급속,4360,3080,3120,2640,3080,5880,8680,11640,13400,17080,18720,19800,21320,22080,21560,22440,21360,20360,17240,14960,12600,10880,8680,6040
2022-05-28,완속,1078,1071,434,308,210,294,490,658,1085,1225,1302,1379,1596,1694,1918,1939,2345,2604,2926,2611,2856,2597,2324,2023
2022-05-29,급속,3320,2640,2400,1760,2720,5000,7040,7880,10480,13760,15600,16600,18080,18360,18800,19160,18760,18000,19040,15440,14080,9760,8160,5480
2022-05-29,완속,924,616,399,385,182,308,364,560,763,1078,1316,1638,1834,1820,2037,2303,2450,2779,3038,2730,2849,2625,2016,1988
2022-05-30,급속,3120,2320,1680,1280,2640,3920,6920,9080,12960,14880,16520,19320,23160,20160,21080,22200,23040,22840,22280,18040,14720,10720,7440,5280
2022-05-30,완속,637,623,371,175,105,161,322,560,1078,1008,1127,1099,1337,1379,1491,2254,2499,3332,3983,3535,2590,2877,2513,2478
2022-05-31,급속,3720,2760,2160,2120,3080,5000,7520,10440,14480,14960,17440,18720,24520,20320,20800,21000,23160,23760,21240,20440,15440,13120,9360,6040
2022-05-31,완속,798,791,301,133,154,182,371,553,1141,938,973,1260,1428,1190,1463,2016,2492,3549,4011,3612,3031,2723,2870,2772
2022-06-01,급속,4480,3080,2920,2320,3440,5840,7120,11160,13520,14920,16560,17320,19080,18760,20120,19560,21480,20320,19000,15080,13440,10080,9200,6000
2022-06-01,완속,1134,1106,392,238,252,329,490,609,1008,1211,1379,1309,1603,1673,1617,2198,2443,3094,2821,2688,2436,2422,2072,1995
2022-06-02,급속,3040,2280,1720,1120,2000,4640,7640,11040,13360,15560,16560,18200,22200,20880,21160,24120,24600,22560,23240,20040,15160,12160,8960,7240
2022-06-02,완속,686,658,315,280,63,63,378,504,924,882,1001,1127,1190,1239,1519,2233,2359,3346,3941,3570,2751,2583,2352,1841
2022-06-03,급속,4280,2840,2280,2280,3160,5200,9440,11160,16520,16600,17960,20160,24000,22320,23000,24680,25960,24040,25280,20560,19760,13840,11400,8040
2022-06-03,완속,490,476,203,238,147,168,371,637,1449,1239,1344,1407,1358,1484,1463,2254,2485,3339,4291,3836,3122,3080,2821,2548
2022-06-04,급속,5760,4200,3000,2240,3680,6320,10400,12240,13680,17040,17320,20840,22200,20680,22040,21080,21640,20480,18640,17600,13520,12080,8760,6840
2022-06-04,완속,1085,1078,518,301,203,315,490,574,910,1204,1309,1505,1736,1736,1743,1960,2121,2443,2345,2583,2730,2569,2422,2177
2022-06-05,급속,4160,2800,2760,2160,2280,4440,6240,8560,11320,12800,16440,16400,15640,16560,18320,17120,17440,15080,14080,12400,10560,8920,6600,4640
2022-06-05,완속,945,931,343,329,196,294,280,511,777,959,1267,1127,1491,1400,1708,1820,2191,2576,2457,2324,2394,2170,1897,1869
2022-06-06,급속,3200,2080,1480,1680,2280,3640,5480,8880,11240,14440,15200,16920,20760,18680,19560,18720,20200,18560,17880,14880,14640,10800,7480,5760
2022-06-06,완속,924,917,329,175,154,182,399,455,798,1071,1106,1260,1617,1582,1820,2184,2352,2772,2814,2891,2730,2359,2142,1484
2022-06-07,급속,3480,2480,2080,1560,2760,4800,7480,9760,13720,15600,17480,19320,23120,22160,21000,21160,24400,22240,22160,18680,15440,11160,7920,5400
2022-06-07,완속,784,756,287,287,70,126,224,462,1064,1113,1106,1106,1253,1281,1463,1841,2317,3129,3892,3731,2569,2492,2653,2597
2022-06-08,급속,3240,3360,2240,2080,2480,4840,7520,10920,14440,15280,16560,19960,23040,21960,20360,21880,23280,22560,23000,19920,15600,11760,9480,6880
2022-06-08,완속,756,448,441,196,168,196,378,616,945,840,861,1190,1148,1449,1239,1764,2310,3262,4095,3486,2940,2975,2534,2478
2022-06-09,급속,3480,2480,1960,2120,3160,4840,8120,11560,15120,15880,17040,19920,22080,21400,23320,21680,24640,21880,22160,18640,15800,12480,10720,7640
2022-06-09,완속,854,833,273,217,175,112,420,560,1015,973,994,1197,1036,1099,1246,2030,2646,3654,3822,3528,2926,2723,2625,2590
2022-06-10,급속,4040,3480,2600,2280,3280,6560,9120,12480,16360,17040,16440,20280,23600,22360,24000,24240,25360,22880,21640,20240,16400,12520,10040,7960
2022-06-10,완속,812,588,329,224,154,196,371,630,1127,1218,1260,1330,1155,1603,1512,2247,2548,3444,3941,3479,2828,2996,2590,2520
2022-06-11,급속,4200,3520,2640,2400,3800,5120,8600,11600,14520,15440,17360,19400,19920,20880,19440,21160,20480,19720,17920,16040,12760,11400,8160,6640
2022-06-11,완속,1260,581,406,329,210,301,420,679,945,1281,1337,1316,1799,1806,1792,1988,2170,2576,2800,2562,2842,2520,2450,2037
2022-06-12,급속,3800,2760,2320,2160,2480,4720,7520,8160,10840,13000,14680,15480,15840,16920,19040,17840,18680,17280,16400,15640,11880,11200,8040,4240
2022-06-12,완속,1211,1204,427,266,238,252,560,595,882,1190,1477,1477,1855,1785,2009,2261,2436,2996,2884,3094,2618,2520,2422,1960
2022-06-13,급속,3160,2360,1760,1520,2160,4120,7920,8680,13400,16120,16480,19520,22920,21200,19320,21320,22600,21880,22400,17880,14440,12320,8400,5280
2022-06-13,완속,672,644,441,133,119,112,287,560,1141,1225,1113,1211,1169,1330,1400,2079,2653,3066,3738,3675,2688,2597,2513,2345
2022-06-14,급속,3680,3160,2360,2040,2440,4320,8280,10360,12400,15000,16600,18600,20800,19040,20600,20480,22080,21360,20040,17160,13160,10840,8200,5280
2022-06-14,완속,987,567,567,154,140,252,385,588,1015,945,1043,1113,1148,1064,1470,1680,2352,3332,3668,3458,2828,2548,2611,2499
2022-06-15,급속,3520,2840,2520,1880,2720,5440,7440,10000,13560,14760,16880,17720,21360,19920,21120,22640,23320,22560,21600,18760,15240,12160,9200,6240
2022-06-15,완속,756,483,315,308,112,231,350,588,1036,1029,1211,1225,1162,1316,1393,1974,2464,3353,3850,3591,2975,2856,2562,2492
2022-06-16,급속,4000,2760,2080,2280,3320,5840,7960,10000,14560,17520,17240,20720,22680,22240,22080,24200,24160,24640,23960,20760,17520,13320,10600,7480
2022-06-16,완속,903,889,434,182,154,189,455,504,1113,1099,1127,1519,1351,1386,1631,2156,2667,3563,3990,3913,3143,2926,2807,2751
2022-06-17,급속,4960,3760,3000,2280,3480,6280,9520,12320,16560,16760,18520,21600,24600,23080,24000,24640,25120,24480,23400,21720,17720,14600,10400,8320
2022-06-17,완속,882,868,322,322,147,224,364,707,1092,1015,1295,1344,1435,1561,1736,1995,2695,3626,3759,3591,3066,3066,2555,2303
2022-06-18,급속,4640,3040,3000,2680,3560,5800,8680,11360,14160,16160,18800,19680,23040,21680,20800,19880,19760,21040,18480,15120,13200,11520,8840,6360
2022-06-18,완속,1197,1176,427,322,308,301,385,630,1071,1183,1519,1218,1764,1806,1799,1911,2331,2436,2835,2625,2688,2688,2254,2331
2022-06-19,급속,3400,3040,2680,2200,2920,4520,7920,9960,12320,14000,16400,17600,18640,19840,20000,19200,20120,21520,16760,16000,14720,10880,9040,6320
2022-06-19,완속,1190,602,441,287,259,252,392,651,770,1386,1456,1533,1841,1904,2191,2331,2611,2779,3115,2877,2982,2667,2044,2002
2022-06-20,급속,3600,2280,1800,1520,2560,5160,8640,10920,13720,16840,17040,20600,22840,20120,21040,24800,24160,25600,22240,21120,16720,13080,9680,6920
2022-06-20,완속,749,721,413,112,84,182,343,532,1162,1050,1183,1232,1498,1225,1456,2100,2688,3339,4116,3780,2674,2681,2604,2555
2022-06-21,급속,4280,2880,1760,2280,3000,4720,7560,11200,14880,16880,17400,20640,23320,22720,22920,24840,24320,24440,23480,22760,17680,13440,10760,7160
2022-06-21,완속,812,805,623,182,182,140,294,469,1001,1106,1022,1407,1309,1358,1631,2233,2688,3731,3647,3500,3115,3297,2989,2940
2022-06-22,급속,4120,3080,3000,2320,3440,5520,9520,12120,16240,17440,17360,20600,24760,22080,22800,23320,25240,25040,22040,21560,17960,13320,10680,7600
2022-06-22,완속,959,637,287,266,147,224,357,560,1092,973,973,1288,1337,1302,1421,2282,2597,3451,3766,3556,2954,2590,2590,2548
